AMPLITUDE,TEMPERATURE,PPVOLTAGE
0.001,0,0.576591
0.00102,0,0.588034
0.00104,0,0.599467
0.00106,0,0.610899
0.00108,0,0.622305
0.0011,0,0.63376
0.00112,0,0.645137
0.00114,0,0.656544
0.00116,0,0.667944
0.00118,0,0.679337
0.0012,0,0.690724
0.00122,0,0.702131
0.00124,0,0.713505
0.00126,0,0.724872
0.00128,0,0.736232
0.0013,0,0.747584
0.00132,0,0.758929
0.00134,0,0.77027
0.00136,0,0.7816
0.00138,0,0.792923
0.0014,0,0.804237
0.00142,0,0.815543
0.00144,0,0.826842
0.00146,0,0.838132
0.00148,0,0.849413
0.0015,0,0.860687
0.00152,0,0.871951
0.00154,0,0.883207
0.00156,0,0.894453
0.00158,0,0.905638
0.0016,0,0.916865
0.00162,0,0.928083
0.00164,0,0.939291
0.00166,0,0.95049
0.00168,0,0.961712
0.0017,0,0.972896
0.00172,0,0.984067
0.00174,0,0.995369
0.00176,0,1.00645
0.00178,0,1.01755
0.0018,0,1.02868
0.00182,0,1.0398
0.00184,0,1.05091
0.00186,0,1.06201
0.00188,0,1.07309
0.0019,0,1.08417
0.00192,0,1.09535
0.00194,0,1.10641
0.00196,0,1.11747
0.00198,0,1.12851
0.002,0,1.13954
0.00202,0,1.15055
0.00204,0,1.16155
0.00206,0,1.17254
0.00208,0,1.18352
0.0021,0,1.19448
0.00212,0,1.20543
0.00214,0,1.21637
0.00216,0,1.22739
0.00218,0,1.23831
0.0022,0,1.24922
0.00222,0,1.26011
0.00224,0,1.271
0.00226,0,1.28182
0.00228,0,1.29267
0.0023,0,1.30341
0.00232,0,1.31407
0.00234,0,1.32494
0.00236,0,1.33573
0.00238,0,1.34644
0.0024,0,1.35707
0.00242,0,1.36762
0.00244,0,1.37818
0.00246,0,1.38886
0.00248,0,1.40094
0.0025,0,1.40988
0.00252,0,1.41965
0.00254,0,1.4303
0.00256,0,1.44191
0.00258,0,1.45496
0.0026,0,1.46949
0.00262,0,1.47266
0.00264,0,1.48687
0.00266,0,1.49694
0.00268,0,1.51086
0.0027,0,1.52234
0.00272,0,1.53428
0.00274,0,1.54568
0.00276,0,1.55304
0.00278,0,1.56405
0.0028,0,1.57287
0.00282,0,1.58381
0.00284,0,1.60056
0.00286,0,1.60384
0.00288,0,1.61258
0.0029,0,1.62002
0.00292,0,1.64056
0.00294,0,1.64341
0.00296,0,1.65374
0.00298,0,1.66531
0.003,0,1.67464
0.00302,0,1.68311
0.00304,0,1.6936
0.00306,0,1.70412
0.00308,0,1.71723
0.0031,0,1.72449
0.00312,0,1.73606
0.00314,0,1.74659
0.00316,0,1.7558
0.00318,0,1.76765
0.0032,0,1.78758
0.00322,0,1.79807
0.00324,0,1.80404
0.00326,0,1.81731
0.00328,0,1.8305
0.0033,0,1.84001
0.00332,0,1.84989
0.00334,0,1.86135
0.00336,0,1.86944
0.00338,0,1.88473
0.0034,0,1.89575
0.00342,0,1.90624
0.00344,0,1.91711
0.00346,0,1.91966
0.00348,0,1.93298
0.0035,0,1.94165
0.00352,0,1.95389
0.00354,0,1.96354
0.00356,0,1.96766
0.00358,0,1.98052
0.0036,0,1.98292
0.00362,0,1.99953
0.00364,0,2.00796
0.00366,0,2.01523
0.00368,0,2.02585
0.0037,0,2.03607
0.00372,0,2.04601
0.00374,0,2.05463
0.00376,0,2.05679
0.00378,0,2.07362
0.0038,0,2.08363
0.00382,0,2.09172
0.00384,0,2.10301
0.00386,0,2.10353
0.00388,0,2.11992
0.0039,0,2.12344
0.00392,0,2.12452
0.00394,0,2.13529
0.00396,0,2.14531
0.00398,0,2.15484
0.004,0,2.16515
0.00402,0,2.16842
0.00404,0,2.18133
0.00406,0,2.18463
0.00408,0,2.20178
0.0041,0,2.20745
0.00412,0,2.2192
0.00414,0,2.2299
0.00416,0,2.23553
0.00418,0,2.24156
0.0042,0,2.25549
0.00422,0,2.26521
0.00424,0,2.27169
0.00426,0,2.28285
0.00428,0,2.29918
0.0043,0,2.29771
0.00432,0,2.30962
0.00434,0,2.31858
0.00436,0,2.3342
0.00438,0,2.3438
0.0044,0,2.35257
0.00442,0,2.37102
0.00444,0,2.38282
0.00446,0,2.39028
0.00448,0,2.39236
0.0045,0,2.39992
0.00452,0,2.42187
0.00454,0,2.43671
0.00456,0,2.42933
0.00458,0,2.44911
0.0046,0,2.46079
0.00462,0,2.47586
0.00464,0,2.48024
0.00466,0,2.48231
0.00468,0,2.50395
0.0047,0,2.50221
0.00472,0,2.51225
0.00474,0,2.52426
0.00476,0,2.53228
0.00478,0,2.53316
0.0048,0,2.54632
0.00482,0,2.54071
0.00484,0,2.56526
0.00486,0,2.56866
0.00488,0,2.57906
0.0049,0,2.58528
0.00492,0,2.59329
0.00494,0,2.60193
0.00496,0,2.60565
0.00498,0,2.61593
0.005,0,2.62173
0.001,1,0.575848
0.00102,1,0.587278
0.00104,1,0.598697
0.00106,1,0.610115
0.00108,1,0.621508
0.0011,1,0.632948
0.00112,1,0.644313
0.00114,1,0.655708
0.00116,1,0.667095
0.00118,1,0.678475
0.0012,1,0.689849
0.00122,1,0.701242
0.00124,1,0.712604
0.00126,1,0.723958
0.00128,1,0.735306
0.0013,1,0.746646
0.00132,1,0.757979
0.00134,1,0.769308
0.00136,1,0.780626
0.00138,1,0.791936
0.0014,1,0.803239
0.00142,1,0.814534
0.00144,1,0.82582
0.00146,1,0.837099
0.00148,1,0.848369
0.0015,1,0.859631
0.00152,1,0.870885
0.00154,1,0.882129
0.00156,1,0.893365
0.00158,1,0.904593
0.0016,1,0.915814
0.00162,1,0.926969
0.00164,1,0.938168
0.00166,1,0.949357
0.00168,1,0.960569
0.0017,1,0.97174
0.00172,1,0.982902
0.00174,1,0.994053
0.00176,1,1.00526
0.00178,1,1.0164
0.0018,1,1.02747
0.00182,1,1.03858
0.00184,1,1.04968
0.00186,1,1.06077
0.00188,1,1.07185
0.0019,1,1.08292
0.00192,1,1.09398
0.00194,1,1.10514
0.00196,1,1.11618
0.00198,1,1.12722
0.002,1,1.13824
0.00202,1,1.14925
0.00204,1,1.16024
0.00206,1,1.17122
0.00208,1,1.18219
0.0021,1,1.19315
0.00212,1,1.2041
0.00214,1,1.21503
0.00216,1,1.22595
0.00218,1,1.23695
0.0022,1,1.24785
0.00222,1,1.25874
0.00224,1,1.26956
0.00226,1,1.2802
0.00228,1,1.2911
0.0023,1,1.30191
0.00232,1,1.31267
0.00234,1,1.32331
0.00236,1,1.33391
0.00238,1,1.34455
0.0024,1,1.35562
0.00242,1,1.36743
0.00244,1,1.37619
0.00246,1,1.38642
0.00248,1,1.39716
0.0025,1,1.40958
0.00252,1,1.42211
0.00254,1,1.43809
0.00256,1,1.43976
0.00258,1,1.45337
0.0026,1,1.46526
0.00262,1,1.47771
0.00264,1,1.49015
0.00266,1,1.499
0.00268,1,1.50959
0.0027,1,1.52404
0.00272,1,1.52988
0.00274,1,1.54118
0.00276,1,1.55072
0.00278,1,1.55819
0.0028,1,1.57566
0.00282,1,1.58186
0.00284,1,1.59044
0.00286,1,1.60258
0.00288,1,1.6165
0.0029,1,1.62289
0.00292,1,1.63603
0.00294,1,1.65127
0.00296,1,1.6567
0.00298,1,1.6681
0.003,1,1.676
0.00302,1,1.68773
0.00304,1,1.69868
0.00306,1,1.70793
0.00308,1,1.71619
0.0031,1,1.72445
0.00312,1,1.73597
0.00314,1,1.74577
0.00316,1,1.76172
0.00318,1,1.77747
0.0032,1,1.78911
0.00322,1,1.8004
0.00324,1,1.80973
0.00326,1,1.82094
0.00328,1,1.83224
0.0033,1,1.84633
0.00332,1,1.8445
0.00334,1,1.86394
0.00336,1,1.87678
0.00338,1,1.88385
0.0034,1,1.89501
0.00342,1,1.90294
0.00344,1,1.91187
0.00346,1,1.92185
0.00348,1,1.92663
0.0035,1,1.9432
0.00352,1,1.9479
0.00354,1,1.96837
0.00356,1,1.96926
0.00358,1,1.9794
0.0036,1,1.99171
0.00362,1,1.99347
0.00364,1,2.00845
0.00366,1,2.01806
0.00368,1,2.02696
0.0037,1,2.03168
0.00372,1,2.04308
0.00374,1,2.04894
0.00376,1,2.05914
0.00378,1,2.07052
0.0038,1,2.07406
0.00382,1,2.08233
0.00384,1,2.09195
0.00386,1,2.1009
0.00388,1,2.11222
0.0039,1,2.11508
0.00392,1,2.13215
0.00394,1,2.13805
0.00396,1,2.15172
0.00398,1,2.15556
0.004,1,2.16104
0.00402,1,2.16562
0.00404,1,2.17578
0.00406,1,2.19188
0.00408,1,2.20002
0.0041,1,2.2086
0.00412,1,2.21836
0.00414,1,2.22358
0.00416,1,2.24134
0.00418,1,2.24573
0.0042,1,2.2544
0.00422,1,2.26398
0.00424,1,2.2746
0.00426,1,2.28328
0.00428,1,2.29032
0.0043,1,2.30658
0.00432,1,2.30914
0.00434,1,2.32395
0.00436,1,2.33293
0.00438,1,2.34352
0.0044,1,2.3533
0.00442,1,2.36773
0.00444,1,2.37647
0.00446,1,2.39022
0.00448,1,2.4021
0.0045,1,2.41386
0.00452,1,2.42777
0.00454,1,2.42806
0.00456,1,2.43846
0.00458,1,2.44781
0.0046,1,2.46412
0.00462,1,2.47218
0.00464,1,2.47833
0.00466,1,2.49344
0.00468,1,2.49275
0.0047,1,2.51291
0.00472,1,2.51654
0.00474,1,2.5265
0.00476,1,2.53494
0.00478,1,2.53926
0.0048,1,2.54719
0.00482,1,2.55598
0.00484,1,2.56467
0.00486,1,2.57318
0.00488,1,2.58031
0.0049,1,2.57935
0.00492,1,2.59284
0.00494,1,2.5942
0.00496,1,2.61614
0.00498,1,2.62475
0.005,1,2.63335
0.001,2,0.574987
0.00102,2,0.586401
0.00104,2,0.597809
0.00106,2,0.609207
0.00108,2,0.620585
0.0011,2,0.631974
0.00112,2,0.643358
0.00114,2,0.654738
0.00116,2,0.666109
0.00118,2,0.677474
0.0012,2,0.688833
0.00122,2,0.700211
0.00124,2,0.711558
0.00126,2,0.722897
0.00128,2,0.73423
0.0013,2,0.745555
0.00132,2,0.756874
0.00134,2,0.768188
0.00136,2,0.779492
0.00138,2,0.790788
0.0014,2,0.802077
0.00142,2,0.813358
0.00144,2,0.82463
0.00146,2,0.835895
0.00148,2,0.847155
0.0015,2,0.858404
0.00152,2,0.869645
0.00154,2,0.880877
0.00156,2,0.8921
0.00158,2,0.903315
0.0016,2,0.91452
0.00162,2,0.925717
0.00164,2,0.93685
0.00166,2,0.948027
0.00168,2,0.959227
0.0017,2,0.970386
0.00172,2,0.981536
0.00174,2,0.992676
0.00176,2,1.00373
0.00178,2,1.01499
0.0018,2,1.0261
0.00182,2,1.03715
0.00184,2,1.04824
0.00186,2,1.05932
0.00188,2,1.07039
0.0019,2,1.08145
0.00192,2,1.0925
0.00194,2,1.10353
0.00196,2,1.11467
0.00198,2,1.12569
0.002,2,1.13671
0.00202,2,1.14771
0.00204,2,1.15869
0.00206,2,1.16967
0.00208,2,1.18063
0.0021,2,1.19158
0.00212,2,1.20251
0.00214,2,1.21344
0.00216,2,1.22435
0.00218,2,1.23526
0.0022,2,1.24584
0.00222,2,1.25689
0.00224,2,1.26778
0.00226,2,1.27854
0.00228,2,1.28924
0.0023,2,1.29985
0.00232,2,1.31053
0.00234,2,1.32216
0.00236,2,1.3335
0.00238,2,1.34244
0.0024,2,1.35281
0.00242,2,1.36362
0.00244,2,1.37679
0.00246,2,1.38851
0.00248,2,1.40785
0.0025,2,1.40761
0.00252,2,1.41812
0.00254,2,1.4324
0.00256,2,1.44502
0.00258,2,1.45735
0.0026,2,1.46608
0.00262,2,1.47936
0.00264,2,1.48671
0.00266,2,1.4951
0.00268,2,1.5115
0.0027,2,1.51748
0.00272,2,1.52784
0.00274,2,1.53818
0.00276,2,1.55402
0.00278,2,1.56546
0.0028,2,1.56931
0.00282,2,1.58712
0.00284,2,1.59286
0.00286,2,1.60228
0.00288,2,1.61419
0.0029,2,1.62384
0.00292,2,1.63447
0.00294,2,1.64363
0.00296,2,1.65409
0.00298,2,1.66454
0.003,2,1.67515
0.00302,2,1.68515
0.00304,2,1.69783
0.00306,2,1.71038
0.00308,2,1.71651
0.0031,2,1.72711
0.00312,2,1.73647
0.00314,2,1.75831
0.00316,2,1.76912
0.00318,2,1.78349
0.0032,2,1.7948
0.00322,2,1.80479
0.00324,2,1.81641
0.00326,2,1.82258
0.00328,2,1.83438
0.0033,2,1.84388
0.00332,2,1.85128
0.00334,2,1.86828
0.00336,2,1.86839
0.00338,2,1.8831
0.0034,2,1.88863
0.00342,2,1.89957
0.00344,2,1.90978
0.00346,2,1.92051
0.00348,2,1.92903
0.0035,2,1.94202
0.00352,2,1.94707
0.00354,2,1.96308
0.00356,2,1.97196
0.00358,2,1.97656
0.0036,2,1.98524
0.00362,2,1.99303
0.00364,2,1.9974
0.00366,2,2.01403
0.00368,2,2.01636
0.0037,2,2.02939
0.00372,2,2.0335
0.00374,2,2.04413
0.00376,2,2.05928
0.00378,2,2.06452
0.0038,2,2.07439
0.00382,2,2.08119
0.00384,2,2.09025
0.00386,2,2.09952
0.00388,2,2.11956
0.0039,2,2.12348
0.00392,2,2.13146
0.00394,2,2.13277
0.00396,2,2.13777
0.00398,2,2.14721
0.004,2,2.15637
0.00402,2,2.1689
0.00404,2,2.18164
0.00406,2,2.18848
0.00408,2,2.19854
0.0041,2,2.20942
0.00412,2,2.21389
0.00414,2,2.22467
0.00416,2,2.23266
0.00418,2,2.244
0.0042,2,2.25193
0.00422,2,2.2654
0.00424,2,2.274
0.00426,2,2.28503
0.00428,2,2.29926
0.0043,2,2.30395
0.00432,2,2.31463
0.00434,2,2.32592
0.00436,2,2.33661
0.00438,2,2.34597
0.0044,2,2.35511
0.00442,2,2.36406
0.00444,2,2.3725
0.00446,2,2.38504
0.00448,2,2.40393
0.0045,2,2.41525
0.00452,2,2.42031
0.00454,2,2.42953
0.00456,2,2.44441
0.00458,2,2.45231
0.0046,2,2.46004
0.00462,2,2.47746
0.00464,2,2.47767
0.00466,2,2.48745
0.00468,2,2.49698
0.0047,2,2.51573
0.00472,2,2.52131
0.00474,2,2.52597
0.00476,2,2.53591
0.00478,2,2.54509
0.0048,2,2.5536
0.00482,2,2.56435
0.00484,2,2.57057
0.00486,2,2.58022
0.00488,2,2.58854
0.0049,2,2.59801
0.00492,2,2.60516
0.00494,2,2.61369
0.00496,2,2.62219
0.00498,2,2.62924
0.005,2,2.63951
0.001,3,0.574008
0.00102,3,0.585404
0.00104,3,0.596794
0.00106,3,0.608178
0.00108,3,0.619534
0.0011,3,0.630906
0.00112,3,0.642272
0.00114,3,0.653634
0.00116,3,0.664988
0.00118,3,0.676335
0.0012,3,0.687677
0.00122,3,0.699036
0.00124,3,0.710366
0.00126,3,0.721688
0.00128,3,0.733003
0.0013,3,0.744312
0.00132,3,0.755614
0.00134,3,0.766911
0.00136,3,0.778201
0.00138,3,0.789482
0.0014,3,0.800754
0.00142,3,0.812019
0.00144,3,0.823276
0.00146,3,0.834525
0.00148,3,0.845767
0.0015,3,0.857
0.00152,3,0.868225
0.00154,3,0.879441
0.00156,3,0.890649
0.00158,3,0.901849
0.0016,3,0.913039
0.00162,3,0.924221
0.00164,3,0.935394
0.00166,3,0.946503
0.00168,3,0.95769
0.0017,3,0.968835
0.00172,3,0.97997
0.00174,3,0.991096
0.00176,3,1.00214
0.00178,3,1.01324
0.0018,3,1.02434
0.00182,3,1.03556
0.00184,3,1.04659
0.00186,3,1.05766
0.00188,3,1.06872
0.0019,3,1.07976
0.00192,3,1.0908
0.00194,3,1.10182
0.00196,3,1.11283
0.00198,3,1.12394
0.002,3,1.13494
0.00202,3,1.14594
0.00204,3,1.15691
0.00206,3,1.16787
0.00208,3,1.17882
0.0021,3,1.18976
0.00212,3,1.20069
0.00214,3,1.21132
0.00216,3,1.22231
0.00218,3,1.2332
0.0022,3,1.24401
0.00222,3,1.25473
0.00224,3,1.26548
0.00226,3,1.27612
0.00228,3,1.28839
0.0023,3,1.29927
0.00232,3,1.30845
0.00234,3,1.31892
0.00236,3,1.32993
0.00238,3,1.34345
0.0024,3,1.35448
0.00242,3,1.36385
0.00244,3,1.37522
0.00246,3,1.38532
0.00248,3,1.39869
0.0025,3,1.40855
0.00252,3,1.41792
0.00254,3,1.43248
0.00256,3,1.44109
0.00258,3,1.45168
0.0026,3,1.46737
0.00262,3,1.4725
0.00264,3,1.48401
0.00266,3,1.49323
0.00268,3,1.51066
0.0027,3,1.5219
0.00272,3,1.53285
0.00274,3,1.53965
0.00276,3,1.55111
0.00278,3,1.56017
0.0028,3,1.56986
0.00282,3,1.5805
0.00284,3,1.58957
0.00286,3,1.60008
0.00288,3,1.61114
0.0029,3,1.62226
0.00292,3,1.63323
0.00294,3,1.64585
0.00296,3,1.65382
0.00298,3,1.66441
0.003,3,1.67497
0.00302,3,1.68535
0.00304,3,1.69375
0.00306,3,1.70498
0.00308,3,1.73068
0.0031,3,1.74225
0.00312,3,1.75405
0.00314,3,1.76398
0.00316,3,1.77344
0.00318,3,1.78469
0.0032,3,1.79044
0.00322,3,1.81183
0.00324,3,1.81722
0.00326,3,1.81729
0.00328,3,1.83285
0.0033,3,1.84102
0.00332,3,1.85061
0.00334,3,1.86173
0.00336,3,1.8747
0.00338,3,1.88007
0.0034,3,1.88942
0.00342,3,1.90406
0.00344,3,1.91402
0.00346,3,1.92514
0.00348,3,1.9238
0.0035,3,1.93331
0.00352,3,1.94558
0.00354,3,1.95198
0.00356,3,1.964
0.00358,3,1.9734
0.0036,3,1.9808
0.00362,3,1.99124
0.00364,3,1.99787
0.00366,3,2.00838
0.00368,3,2.02556
0.0037,3,2.02826
0.00372,3,2.03924
0.00374,3,2.04733
0.00376,3,2.05058
0.00378,3,2.05877
0.0038,3,2.06609
0.00382,3,2.07929
0.00384,3,2.08973
0.00386,3,2.09368
0.00388,3,2.10426
0.0039,3,2.11355
0.00392,3,2.12114
0.00394,3,2.12985
0.00396,3,2.13947
0.00398,3,2.15111
0.004,3,2.15843
0.00402,3,2.16934
0.00404,3,2.17704
0.00406,3,2.19044
0.00408,3,2.19689
0.0041,3,2.20631
0.00412,3,2.21698
0.00414,3,2.2254
0.00416,3,2.23986
0.00418,3,2.24356
0.0042,3,2.25471
0.00422,3,2.2658
0.00424,3,2.27827
0.00426,3,2.28848
0.00428,3,2.30123
0.0043,3,2.32179
0.00432,3,2.32316
0.00434,3,2.32664
0.00436,3,2.33607
0.00438,3,2.34524
0.0044,3,2.35649
0.00442,3,2.36544
0.00444,3,2.37484
0.00446,3,2.38841
0.00448,3,2.39576
0.0045,3,2.41461
0.00452,3,2.42253
0.00454,3,2.42607
0.00456,3,2.43599
0.00458,3,2.44992
0.0046,3,2.45569
0.00462,3,2.46509
0.00464,3,2.4822
0.00466,3,2.48583
0.00468,3,2.48142
0.0047,3,2.49586
0.00472,3,2.52566
0.00474,3,2.5329
0.00476,3,2.53397
0.00478,3,2.54056
0.0048,3,2.55877
0.00482,3,2.56128
0.00484,3,2.57428
0.00486,3,2.58608
0.00488,3,2.59253
0.0049,3,2.59291
0.00492,3,2.60779
0.00494,3,2.6114
0.00496,3,2.62278
0.00498,3,2.63378
0.005,3,2.64432
0.001,4,0.572847
0.00102,4,0.584271
0.00104,4,0.59564
0.00106,4,0.60702
0.00108,4,0.618385
0.0011,4,0.629708
0.00112,4,0.641054
0.00114,4,0.652394
0.00116,4,0.663731
0.00118,4,0.675059
0.0012,4,0.686381
0.00122,4,0.69772
0.00124,4,0.70903
0.00126,4,0.720334
0.00128,4,0.73163
0.0013,4,0.74292
0.00132,4,0.754203
0.00134,4,0.765482
0.00136,4,0.77675
0.00138,4,0.788012
0.0014,4,0.799266
0.00142,4,0.810512
0.00144,4,0.821751
0.00146,4,0.832982
0.00148,4,0.844205
0.0015,4,0.85542
0.00152,4,0.866627
0.00154,4,0.877826
0.00156,4,0.889017
0.00158,4,0.900199
0.0016,4,0.911372
0.00162,4,0.922537
0.00164,4,0.933693
0.00166,4,0.94484
0.00168,4,0.955957
0.0017,4,0.967085
0.00172,4,0.978204
0.00174,4,0.989314
0.00176,4,1.00034
0.00178,4,1.01143
0.0018,4,1.02251
0.00182,4,1.03357
0.00184,4,1.04477
0.00186,4,1.05578
0.00188,4,1.06682
0.0019,4,1.07785
0.00192,4,1.08887
0.00194,4,1.09988
0.00196,4,1.11088
0.00198,4,1.12187
0.002,4,1.13295
0.00202,4,1.14392
0.00204,4,1.15488
0.00206,4,1.16584
0.00208,4,1.17653
0.0021,4,1.18752
0.00212,4,1.19844
0.00214,4,1.20927
0.00216,4,1.22001
0.00218,4,1.23071
0.0022,4,1.24142
0.00222,4,1.25426
0.00224,4,1.26478
0.00226,4,1.2741
0.00228,4,1.28466
0.0023,4,1.29649
0.00232,4,1.30936
0.00234,4,1.31985
0.00236,4,1.32787
0.00238,4,1.3394
0.0024,4,1.35192
0.00242,4,1.36359
0.00244,4,1.37169
0.00246,4,1.3833
0.00248,4,1.39805
0.0025,4,1.40654
0.00252,4,1.41912
0.00254,4,1.43073
0.00256,4,1.44013
0.00258,4,1.4493
0.0026,4,1.46044
0.00262,4,1.47732
0.00264,4,1.48767
0.00266,4,1.49699
0.00268,4,1.50674
0.0027,4,1.51828
0.00272,4,1.52679
0.00274,4,1.54521
0.00276,4,1.54554
0.00278,4,1.55545
0.0028,4,1.56864
0.00282,4,1.57873
0.00284,4,1.58943
0.00286,4,1.59907
0.00288,4,1.61084
0.0029,4,1.62216
0.00292,4,1.63206
0.00294,4,1.64178
0.00296,4,1.65245
0.00298,4,1.66377
0.003,4,1.67445
0.00302,4,1.68637
0.00304,4,1.69523
0.00306,4,1.72215
0.00308,4,1.73334
0.0031,4,1.745
0.00312,4,1.75637
0.00314,4,1.76499
0.00316,4,1.76892
0.00318,4,1.77911
0.0032,4,1.78905
0.00322,4,1.8055
0.00324,4,1.81275
0.00326,4,1.81865
0.00328,4,1.83207
0.0033,4,1.84105
0.00332,4,1.85197
0.00334,4,1.86175
0.00336,4,1.86619
0.00338,4,1.87839
0.0034,4,1.88467
0.00342,4,1.89264
0.00344,4,1.90592
0.00346,4,1.9203
0.00348,4,1.92915
0.0035,4,1.93073
0.00352,4,1.9446
0.00354,4,1.95047
0.00356,4,1.96281
0.00358,4,1.96884
0.0036,4,1.98048
0.00362,4,1.98811
0.00364,4,1.99397
0.00366,4,2.00358
0.00368,4,2.01185
0.0037,4,2.02064
0.00372,4,2.02969
0.00374,4,2.03964
0.00376,4,2.05102
0.00378,4,2.06286
0.0038,4,2.07117
0.00382,4,2.07854
0.00384,4,2.08825
0.00386,4,2.09692
0.00388,4,2.10629
0.0039,4,2.11433
0.00392,4,2.12572
0.00394,4,2.13128
0.00396,4,2.13926
0.00398,4,2.14887
0.004,4,2.15843
0.00402,4,2.16805
0.00404,4,2.18063
0.00406,4,2.19901
0.00408,4,2.2047
0.0041,4,2.21357
0.00412,4,2.22542
0.00414,4,2.235
0.00416,4,2.24608
0.00418,4,2.25099
0.0042,4,2.26793
0.00422,4,2.27019
0.00424,4,2.28844
0.00426,4,2.29998
0.00428,4,2.30883
0.0043,4,2.30949
0.00432,4,2.31828
0.00434,4,2.32747
0.00436,4,2.33645
0.00438,4,2.3467
0.0044,4,2.3548
0.00442,4,2.36349
0.00444,4,2.37214
0.00446,4,2.38076
0.00448,4,2.38935
0.0045,4,2.39792
0.00452,4,2.40629
0.00454,4,2.4148
0.00456,4,2.42328
0.00458,4,2.43177
0.0046,4,2.43991
0.00462,4,2.44865
0.00464,4,2.46232
0.00466,4,2.4712
0.00468,4,2.47786
0.0047,4,2.51669
0.00472,4,2.51282
0.00474,4,2.52418
0.00476,4,2.53561
0.00478,4,2.54968
0.0048,4,2.54771
0.00482,4,2.55876
0.00484,4,2.57714
0.00486,4,2.57807
0.00488,4,2.58704
0.0049,4,2.59659
0.00492,4,2.60169
0.00494,4,2.61577
0.00496,4,2.62745
0.00498,4,2.63008
0.005,4,2.63926
0.001,5,0.57164
0.00102,5,0.582989
0.00104,5,0.594383
0.00106,5,0.605724
0.00108,5,0.617065
0.0011,5,0.628384
0.00112,5,0.639707
0.00114,5,0.651025
0.00116,5,0.662339
0.00118,5,0.673645
0.0012,5,0.684966
0.00122,5,0.696261
0.00124,5,0.707549
0.00126,5,0.71883
0.00128,5,0.730105
0.0013,5,0.741374
0.00132,5,0.752635
0.00134,5,0.763893
0.00136,5,0.77514
0.00138,5,0.786381
0.0014,5,0.797614
0.00142,5,0.80884
0.00144,5,0.820058
0.00146,5,0.831268
0.00148,5,0.842471
0.0015,5,0.853666
0.00152,5,0.864853
0.00154,5,0.876032
0.00156,5,0.887202
0.00158,5,0.898365
0.0016,5,0.909519
0.00162,5,0.920664
0.00164,5,0.931801
0.00166,5,0.942929
0.00168,5,0.954048
0.0017,5,0.965138
0.00172,5,0.976239
0.00174,5,0.98733
0.00176,5,0.998338
0.00178,5,1.00941
0.0018,5,1.02047
0.00182,5,1.03152
0.00184,5,1.04256
0.00186,5,1.05373
0.00188,5,1.06471
0.0019,5,1.07572
0.00192,5,1.08672
0.00194,5,1.09772
0.00196,5,1.1087
0.00198,5,1.11967
0.002,5,1.13063
0.00202,5,1.14146
0.00204,5,1.15247
0.00206,5,1.1634
0.00208,5,1.17423
0.0021,5,1.18503
0.00212,5,1.19571
0.00214,5,1.20675
0.00216,5,1.21974
0.00218,5,1.22989
0.0022,5,1.23961
0.00222,5,1.25003
0.00224,5,1.26271
0.00226,5,1.2748
0.00228,5,1.28427
0.0023,5,1.29531
0.00232,5,1.30452
0.00234,5,1.31826
0.00236,5,1.32896
0.00238,5,1.33739
0.0024,5,1.35289
0.00242,5,1.36207
0.00244,5,1.37233
0.00246,5,1.38573
0.00248,5,1.39545
0.0025,5,1.4059
0.00252,5,1.42095
0.00254,5,1.43518
0.00256,5,1.44239
0.00258,5,1.45067
0.0026,5,1.46392
0.00262,5,1.47334
0.00264,5,1.481
0.00266,5,1.49291
0.00268,5,1.49941
0.0027,5,1.51451
0.00272,5,1.52372
0.00274,5,1.5343
0.00276,5,1.54472
0.00278,5,1.5603
0.0028,5,1.56755
0.00282,5,1.576
0.00284,5,1.5888
0.00286,5,1.59908
0.00288,5,1.61051
0.0029,5,1.62094
0.00292,5,1.63184
0.00294,5,1.64202
0.00296,5,1.65416
0.00298,5,1.66599
0.003,5,1.68546
0.00302,5,1.69777
0.00304,5,1.70571
0.00306,5,1.71493
0.00308,5,1.72604
0.0031,5,1.73591
0.00312,5,1.74994
0.00314,5,1.7611
0.00316,5,1.76938
0.00318,5,1.78061
0.0032,5,1.78916
0.00322,5,1.79999
0.00324,5,1.80864
0.00326,5,1.81601
0.00328,5,1.82795
0.0033,5,1.8375
0.00332,5,1.84704
0.00334,5,1.85431
0.00336,5,1.86509
0.00338,5,1.87485
0.0034,5,1.88535
0.00342,5,1.89401
0.00344,5,1.90474
0.00346,5,1.91247
0.00348,5,1.9222
0.0035,5,1.93015
0.00352,5,1.93934
0.00354,5,1.94885
0.00356,5,1.95898
0.00358,5,1.96926
0.0036,5,1.97703
0.00362,5,1.98691
0.00364,5,2.00025
0.00366,5,2.01083
0.00368,5,2.02027
0.0037,5,2.02894
0.00372,5,2.03801
0.00374,5,2.04615
0.00376,5,2.05253
0.00378,5,2.06228
0.0038,5,2.07057
0.00382,5,2.08121
0.00384,5,2.08608
0.00386,5,2.10003
0.00388,5,2.10919
0.0039,5,2.1194
0.00392,5,2.12504
0.00394,5,2.13538
0.00396,5,2.15256
0.00398,5,2.15659
0.004,5,2.16784
0.00402,5,2.17945
0.00404,5,2.18809
0.00406,5,2.2052
0.00408,5,2.20483
0.0041,5,2.21691
0.00412,5,2.22468
0.00414,5,2.23135
0.00416,5,2.24933
0.00418,5,2.25979
0.0042,5,2.26775
0.00422,5,2.28109
